id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4
1,IN0001TMS,Kelat,Syzigium spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,59,20,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7439957,102.391835,263.1200708,10.53,-,-,-,Sumardi,9/14/21 14:11,200000,"6121,4",-,Chave et al. 2014,INDRAGIRI_1_1.jpg,INDRAGIRI_2_1.jpg,INDRAGIRI_3_1.jpg,INDRAGIRI_4_1.jpg
2,IN0003TMS,Meranti Batu,Shorea spp,Pohon Dewasa,icon/mature_tree.svg,-,42,20,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.744146,102.3917887,277.2535023,10.53,-,-,-,M Heri F,9/14/21 14:43,200000,"2600,69",-,Chave et al. 2014,INDRAGIRI_1_2.jpg,INDRAGIRI_2_2.jpg,INDRAGIRI_3_2.jpg,INDRAGIRI_4_2.jpg
3,IN0002TMS,Kelat,Syzigium spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,50,18,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7440827,102.3917791,272.1901807,10.53,-,-,-,Sumardi,9/14/21 14:23,200000,"3998,32",-,Chave et al. 2014,INDRAGIRI_1_3.jpg,INDRAGIRI_2_3.jpg,INDRAGIRI_3_3.jpg,INDRAGIRI_4_3.jpg
4,IN0143TMS,Rengas,Gluta renghas,Pohon Dewasa,icon/mature_tree.svg,-,95,32,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7490718,102.392831,274.4787706,11.02,-,-,-,Sumardi,9/15/21 15:32,200000,"21719,53",-,Chave et al. 2014,INDRAGIRI_1_4.jpg,INDRAGIRI_2_4.jpg,INDRAGIRI_3_4.jpg,INDRAGIRI_4_4.jpg
5,IN0004TMS,Keruing Air,Dipterocarpus spp,Pohon Dewasa,icon/mature_tree.svg,-,82,30,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7441891,102.3917587,280.1333019,10.54,-,-,-,Suharni,9/14/21 13:56,200000,"17591,85",-,Chave et al. 2014,INDRAGIRI_1_5.jpg,INDRAGIRI_2_5.jpg,INDRAGIRI_3_5.jpg,INDRAGIRI_4_5.jpg
6,IN0144TMS,Meranti,Shorea spp,Pohon Dewasa,icon/mature_tree.svg,-,69,30,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7489873,102.3928007,268.4249878,11.01,-,-,-,Sumardi,9/15/21 15:35,200000,"10181,34",-,Chave et al. 2014,INDRAGIRI_1_6.jpg,INDRAGIRI_2_6.jpg,INDRAGIRI_3_6.jpg,INDRAGIRI_4_6.jpg
7,IN0145TMS,Kayu Batu,Irvingia malayana,Pohon Dewasa,icon/mature_tree.svg,Least Concern,51,31,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7490227,102.392922,273.1636294,11.02,-,-,-,Sumardi,9/15/21 15:38,200000,"7358,37",-,Chave et al. 2014,INDRAGIRI_1_7.jpg,INDRAGIRI_2_7.jpg,INDRAGIRI_3_7.jpg,INDRAGIRI_4_7.jpg
8,IN0005TMS,Tungkal,Artocarpus spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,49,15,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7441756,102.3916719,258.1386387,10.53,-,-,-,Suharni,9/14/21 15:04,200000,"2514,49",-,Chave et al. 2014,INDRAGIRI_1_8.jpg,INDRAGIRI_2_8.jpg,INDRAGIRI_3_8.jpg,INDRAGIRI_4_8.jpg
9,IN0146TMS,Balau,Palaquium spp,Pohon Dewasa,icon/mature_tree.svg,-,43,22,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7482748,102.3894316,317.7485541,10.70,-,-,-,Sumardi,9/16/21 9:06,200000,"2957,91",-,Chave et al. 2014,INDRAGIRI_1_9.jpg,INDRAGIRI_2_9.jpg,INDRAGIRI_3_9.jpg,INDRAGIRI_4_9.jpg
10,IN0006TMS,Medang,Cinnamomum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45,13,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7442465,102.3917567,274.581173,10.54,-,-,-,Suharni,9/14/21 15:16,200000,"1552,79",-,Chave et al. 2014,INDRAGIRI_1_10.jpg,INDRAGIRI_2_10.jpg,INDRAGIRI_3_10.jpg,INDRAGIRI_4_10.jpg
11,IN0147TMS,Balau,Palaquium spp,Pohon Dewasa,icon/mature_tree.svg,-,56,18,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7482413,102.3894199,302.6180844,10.70,-,-,-,Sumardi,9/16/21 9:11,200000,"4072,47",-,Chave et al. 2014,INDRAGIRI_1_11.jpg,INDRAGIRI_2_11.jpg,INDRAGIRI_3_11.jpg,INDRAGIRI_4_11.jpg
12,IN0148TMS,Arang Arang,Diospyros siamang,Pohon Dewasa,icon/mature_tree.svg,-,57,24,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.748358,102.3891759,289.0265456,10.69,-,-,-,Sumardi,9/16/21 9:15,200000,"5421,75",-,Chave et al. 2014,INDRAGIRI_1_12.jpg,INDRAGIRI_2_12.jpg,INDRAGIRI_3_12.jpg,INDRAGIRI_4_12.jpg
13,IN0020TMS,Keranji,Dialium spp,Pohon Dewasa,icon/mature_tree.svg,-,52,20,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7472922,102.3907469,295.9548129,10.72,-,-,-,Suharni,9/15/21 8:33,200000,"5852,16",-,Chave et al. 2014,INDRAGIRI_1_13.jpg,INDRAGIRI_2_13.jpg,INDRAGIRI_3_13.jpg,INDRAGIRI_4_13.jpg
14,IN0149TMS,Arang Arang,Diospyros siamang,Pohon Dewasa,icon/mature_tree.svg,-,43,29,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7483337,102.3893522,297.3121775,10.70,-,-,-,Sumardi,9/16/21 9:19,200000,"3761,98",-,Chave et al. 2014,INDRAGIRI_1_14.jpg,INDRAGIRI_2_14.jpg,INDRAGIRI_3_14.jpg,INDRAGIRI_4_14.jpg
15,IN0021TMS,Sendok Sendok,Endospermum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,51,25,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7472627,102.3908201,291.8204143,10.72,-,-,-,Suharni,9/15/21 8:44,200000,"7707,91",-,Chave et al. 2014,INDRAGIRI_1_15.jpg,INDRAGIRI_2_15.jpg,INDRAGIRI_3_15.jpg,INDRAGIRI_4_15.jpg
16,IN0150TMS,Ipuh,-,Pohon Dewasa,icon/mature_tree.svg,-,58,21,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.748442,102.3893599,282.9056708,10.71,-,-,-,Sumardi,9/16/21 9:23,200000,"7473,57",-,Brown. 1997,INDRAGIRI_1_16.jpg,INDRAGIRI_2_16.jpg,INDRAGIRI_3_16.jpg,INDRAGIRI_4_16.jpg
17,IN0151TMS,Rengas,Gluta renghas,Pohon Dewasa,icon/mature_tree.svg,-,43,22,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7483651,102.3891849,283.1027466,10.69,-,-,-,Sumardi,9/16/21 9:26,200000,"3206,58",-,Chave et al. 2014,INDRAGIRI_1_17.jpg,INDRAGIRI_2_17.jpg,INDRAGIRI_3_17.jpg,INDRAGIRI_4_17.jpg
18,IN0152TMS,Keruing,Dipterocarpus spp,Pohon Dewasa,icon/mature_tree.svg,-,70,24,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7485677,102.3890558,259.5470293,10.70,-,-,-,Sumardi,9/16/21 9:32,200000,"10389,49",-,Chave et al. 2014,INDRAGIRI_1_18.jpg,INDRAGIRI_2_18.jpg,INDRAGIRI_3_18.jpg,INDRAGIRI_4_18.jpg
19,IN0022TMS,Meranti,Shorea spp,Pohon Dewasa,icon/mature_tree.svg,-,40,20,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7473643,102.3908086,302.7969837,10.73,-,-,-,Suharni,9/15/21 8:50,200000,"2364,44",-,Chave et al. 2014,INDRAGIRI_1_19.jpg,INDRAGIRI_2_19.jpg,INDRAGIRI_3_19.jpg,INDRAGIRI_4_19.jpg
20,IN0153TMS,Durian Hutan,Durio zibethinus,Pohon Dewasa,icon/mature_tree.svg,Not Evaluated,53,23,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7486344,102.3890895,264.7263908,10.71,-,-,-,Sumardi,9/16/21 9:37,200000,"4173,18",-,Chave et al. 2014,INDRAGIRI_1_20.jpg,INDRAGIRI_2_20.jpg,INDRAGIRI_3_20.jpg,INDRAGIRI_4_20.jpg
21,IN0154TMS,Tembalun,Parashorea malaanonan,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,24,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7486716,102.3890895,263.5794695,10.71,-,-,-,Sumardi,9/16/21 9:41,200000,"2121,18",-,Chave et al. 2014,INDRAGIRI_1_21.jpg,INDRAGIRI_2_21.jpg,INDRAGIRI_3_21.jpg,INDRAGIRI_4_21.jpg
22,IN0155TMS,Kelat,Syzigium spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,58,26,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7488232,102.3890251,267.0780118,10.72,-,-,-,Sumardi,9/16/21 9:44,200000,"7648,35",-,Chave et al. 2014,INDRAGIRI_1_22.jpg,INDRAGIRI_2_22.jpg,INDRAGIRI_3_22.jpg,INDRAGIRI_4_22.jpg
23,IN0156TMS,Merpayang,Scaphium macropodum,Pohon Dewasa,icon/mature_tree.svg,Least Concern,43,26,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7486766,102.3890133,268.0079304,10.71,-,-,-,Sumardi,9/16/21 9:47,200000,"3942,53",-,Chave et al. 2014,INDRAGIRI_1_23.jpg,INDRAGIRI_2_23.jpg,INDRAGIRI_3_23.jpg,INDRAGIRI_4_23.jpg
24,IN0157TMS,Arang Arang,Diospyros siamang,Pohon Dewasa,icon/mature_tree.svg,-,75,23,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.748795,102.3890569,269.5097205,10.72,-,-,-,Sumardi,9/16/21 9:51,200000,"8886,92",-,Chave et al. 2014,INDRAGIRI_1_24.jpg,INDRAGIRI_2_24.jpg,INDRAGIRI_3_24.jpg,INDRAGIRI_4_24.jpg
25,IN0023TMS,Kelat,Syzigium spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,60,23,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7474922,102.3907583,297.7029452,10.73,-,-,-,Suharni,9/15/21 8:58,200000,"7250,03",-,Chave et al. 2014,INDRAGIRI_1_25.jpg,INDRAGIRI_2_25.jpg,INDRAGIRI_3_25.jpg,INDRAGIRI_4_25.jpg
26,IN0158TMS,Belimbing Hutan,Sarcotheca spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,44,24,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7488861,102.3890455,255.9408033,10.73,-,-,-,Sumardi,9/16/21 10:18,200000,"3996,99",-,Chave et al. 2014,INDRAGIRI_1_26.jpg,INDRAGIRI_2_26.jpg,INDRAGIRI_3_26.jpg,INDRAGIRI_4_26.jpg
27,IN0159TMS,Kedondong Hutan,Spondias spp,Pohon Dewasa,icon/mature_tree.svg,-,71,34,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7488416,102.389032,272.9594601,10.72,-,-,-,Sumardi,9/16/21 10:22,200000,"7279,66",-,Chave et al. 2014,INDRAGIRI_1_27.jpg,INDRAGIRI_2_27.jpg,INDRAGIRI_3_27.jpg,INDRAGIRI_4_27.jpg
28,IN0160TMS,Sulai,-,Pohon Dewasa,icon/mature_tree.svg,-,40,22,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7488748,102.3891579,272.1652188,10.74,-,-,-,Sumardi,9/16/21 10:25,200000,"2919,22",-,Brown. 1997,INDRAGIRI_1_28.jpg,INDRAGIRI_2_28.jpg,INDRAGIRI_3_28.jpg,INDRAGIRI_4_28.jpg
29,IN0024TMS,Medang,Cinnamomum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41,16,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7474903,102.390797,290.7913837,10.74,-,-,-,Suharni,9/15/21 9:05,200000,"1585,66",-,Chave et al. 2014,INDRAGIRI_1_29.jpg,INDRAGIRI_2_29.jpg,INDRAGIRI_3_29.jpg,INDRAGIRI_4_29.jpg
30,IN0025TMS,Kelat,Syzigium spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,60,26,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7474827,102.3908262,292.4348752,10.74,-,-,-,Suharni,9/15/21 9:16,200000,"8171,61",-,Chave et al. 2014,INDRAGIRI_1_30.jpg,INDRAGIRI_2_30.jpg,INDRAGIRI_3_30.jpg,INDRAGIRI_4_30.jpg
31,IN0026TMS,Petaling,Ochanostachys amentaceae,Pohon Dewasa,icon/mature_tree.svg,Data Deficient,54,17,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7473101,102.391085,296.9568217,10.74,-,-,-,Suharni,9/15/21 9:22,200000,"4981,42",-,Chave et al. 2014,INDRAGIRI_1_31.jpg,INDRAGIRI_2_31.jpg,INDRAGIRI_3_31.jpg,INDRAGIRI_4_31.jpg
32,IN0007TMS,Arang Para,-,Pohon Dewasa,icon/mature_tree.svg,-,45,15,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7442186,102.3918627,273.7832525,10.55,-,-,-,Jimy Januardi,9/14/21 15:16,200000,"3932,63",-,Brown. 1997,INDRAGIRI_1_32.jpg,INDRAGIRI_2_32.jpg,INDRAGIRI_3_32.jpg,INDRAGIRI_4_32.jpg
33,IN0186TMS,Medang,Cinnamomum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,91,28,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7486817,102.3903161,292.1234177,10.80,-,-,-,M Heri F,9/16/21 9:39,200000,"12981,02",-,Chave et al. 2014,INDRAGIRI_1_33.jpg,INDRAGIRI_2_33.jpg,INDRAGIRI_3_33.jpg,INDRAGIRI_4_33.jpg
34,IN0008TMS,Medang,Cinnamomum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,60,18,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7442772,102.391805,280.5547398,10.55,-,-,-,Jimy Januardi,9/14/21 15:34,200000,"3740,51",-,Chave et al. 2014,INDRAGIRI_1_34.jpg,INDRAGIRI_2_34.jpg,INDRAGIRI_3_34.jpg,INDRAGIRI_4_34.jpg
35,IN0009TMS,Arang Arang,Diospyros siamang,Pohon Dewasa,icon/mature_tree.svg,-,80,25,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.744398,102.3918136,259.6856888,10.56,-,-,-,Jimy Januardi,9/14/21 15:49,200000,"10934,69",-,Chave et al. 2014,INDRAGIRI_1_35.jpg,INDRAGIRI_2_35.jpg,INDRAGIRI_3_35.jpg,INDRAGIRI_4_35.jpg
36,IN0187TMS,Meranti,Shorea spp,Pohon Dewasa,icon/mature_tree.svg,-,53,25,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7487196,102.3903624,270.9982044,10.81,-,-,-,M Heri F,9/16/21 9:45,200000,"5091,87",-,Chave et al. 2014,INDRAGIRI_1_36.jpg,INDRAGIRI_2_36.jpg,INDRAGIRI_3_36.jpg,INDRAGIRI_4_36.jpg
37,IN0010TMS,Terap,Artocarpus odoratissimus,Pohon Dewasa,icon/mature_tree.svg,Near Threatened,41,20,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.74434,102.3918366,264.8583497,10.55,-,-,-,Jimy Januardi,9/14/21 15:59,200000,"2113,24",-,Chave et al. 2014,INDRAGIRI_1_37.jpg,INDRAGIRI_2_37.jpg,INDRAGIRI_3_37.jpg,INDRAGIRI_4_37.jpg
38,IN0011TMS,Medang,Cinnamomum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41,15,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7443244,102.3918178,264.0760605,10.55,-,-,-,Jimy Januardi,9/14/21 16:08,200000,"1488,86",-,Chave et al. 2014,INDRAGIRI_1_38.jpg,INDRAGIRI_2_38.jpg,INDRAGIRI_3_38.jpg,INDRAGIRI_4_38.jpg
39,IN0188TMS,Meranti,Shorea spp,Pohon Dewasa,icon/mature_tree.svg,-,42,21,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7488327,102.3903022,280.2530395,10.81,-,-,-,M Heri F,9/16/21 9:48,200000,"2727,53",-,Chave et al. 2014,INDRAGIRI_1_39.jpg,INDRAGIRI_2_39.jpg,INDRAGIRI_3_39.jpg,INDRAGIRI_4_39.jpg
40,IN0012TMS,Jelutung,Dyera spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,146,40,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7444571,102.3921735,267.3115729,10.59,-,-,-,Suharni,9/14/21 16:17,200000,"40003,25",-,Chave et al. 2014,INDRAGIRI_1_40.jpg,INDRAGIRI_2_40.jpg,INDRAGIRI_3_40.jpg,INDRAGIRI_4_40.jpg
41,IN0013TMS,Meranti Kunyit,Shorea hemsleyana,Pohon Dewasa,icon/mature_tree.svg,Vulnerable,61,30,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7441588,102.3920715,252.7410581,10.56,-,-,-,M Heri F,9/14/21 16:29,200000,"8860,49",-,Chave et al. 2014,INDRAGIRI_1_41.jpg,INDRAGIRI_2_41.jpg,INDRAGIRI_3_41.jpg,INDRAGIRI_4_41.jpg
42,IN0014TMS,Tapus,Elateriospermum tapos,Pohon Dewasa,icon/mature_tree.svg,-,54,25,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7442068,102.3923502,273.2213684,10.58,-,-,-,M Heri F,9/14/21 16:33,200000,"7834,82",-,Chave et al. 2014,INDRAGIRI_1_42.jpg,INDRAGIRI_2_42.jpg,INDRAGIRI_3_42.jpg,INDRAGIRI_4_42.jpg
43,IN0189TMS,Meranti Merah,Shorea scaberrima,Pohon Dewasa,icon/mature_tree.svg,Near Threatened,85,21,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7489611,102.3903572,280.1502498,10.83,-,-,-,M Heri F,9/16/21 9:53,200000,"9291,94",-,Chave et al. 2014,INDRAGIRI_1_43.jpg,INDRAGIRI_2_43.jpg,INDRAGIRI_3_43.jpg,INDRAGIRI_4_43.jpg
44,IN0015TMS,Plajau,Pentaspadon motleyi,Pohon Dewasa,icon/mature_tree.svg,-,64,30,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7442583,102.3922777,258.9226013,10.58,-,-,-,Jimy Januardi,9/14/21 16:39,200000,"7133,86",-,Chave et al. 2014,INDRAGIRI_1_44.jpg,INDRAGIRI_2_44.jpg,INDRAGIRI_3_44.jpg,INDRAGIRI_4_44.jpg
45,IN0016TMS,Arang Arang,Diospyros siamang,Pohon Dewasa,icon/mature_tree.svg,-,45,30,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7442076,102.39202,268.846774,10.56,-,-,-,Sumardi,9/14/21 16:46,200000,"4249,39",-,Chave et al. 2014,INDRAGIRI_1_45.jpg,INDRAGIRI_2_45.jpg,INDRAGIRI_3_45.jpg,INDRAGIRI_4_45.jpg
46,IN0190TMS,Meranti Merah,Shorea scaberrima,Pohon Dewasa,icon/mature_tree.svg,Near Threatened,76,23,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7488997,102.390348,291.2602323,10.82,-,-,-,M Heri F,9/16/21 9:57,200000,"8161,86",-,Chave et al. 2014,INDRAGIRI_1_46.jpg,INDRAGIRI_2_46.jpg,INDRAGIRI_3_46.jpg,INDRAGIRI_4_46.jpg
47,IN0017TMS,Meranti,Shorea spp,Pohon Dewasa,icon/mature_tree.svg,-,60,25,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7442336,102.3920818,288.6470887,10.56,-,-,-,Sumardi,9/14/21 16:50,200000,"6486,97",-,Chave et al. 2014,INDRAGIRI_1_47.jpg,INDRAGIRI_2_47.jpg,INDRAGIRI_3_47.jpg,INDRAGIRI_4_47.jpg
48,IN0018TMS,Tapus,Elateriospermum tapos,Pohon Dewasa,icon/mature_tree.svg,-,60,23,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7440929,102.3919625,274.0724038,10.54,-,-,-,Sumardi,9/14/21 16:56,200000,"8871,65",-,Chave et al. 2014,INDRAGIRI_1_48.jpg,INDRAGIRI_2_48.jpg,INDRAGIRI_3_48.jpg,INDRAGIRI_4_48.jpg
49,IN0019TMS,Medang,Cinnamomum spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,73,25,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7440929,102.3919625,274.0724038,10.54,-,-,-,Sumardi,9/14/21 17:00,200000,"7558,39",-,Chave et al. 2014,INDRAGIRI_1_49.jpg,INDRAGIRI_2_49.jpg,INDRAGIRI_3_49.jpg,INDRAGIRI_4_49.jpg
50,IN0191TMS,Petaling,Ochanostachys amentaceae,Pohon Dewasa,icon/mature_tree.svg,Data Deficient,41,20,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7488025,102.3903385,286.8566808,10.81,-,-,-,M Heri F,9/16/21 10:03,200000,"3410,06",-,Chave et al. 2014,INDRAGIRI_1_50.jpg,INDRAGIRI_2_50.jpg,INDRAGIRI_3_50.jpg,INDRAGIRI_4_50.jpg
51,IN0085TMS,Kelat,Syzigium spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,55,25,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.748362,102.3905853,311.8220067,10.79,-,-,-,Sumardi,9/15/21 8:39,200000,"6636,2",-,Chave et al. 2014,INDRAGIRI_1_51.jpg,INDRAGIRI_2_51.jpg,INDRAGIRI_3_51.jpg,INDRAGIRI_4_51.jpg
52,IN0086TMS,Kelat,Syzigium spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,52,25,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7483922,102.3904847,303.8643683,10.79,-,-,-,Sumardi,9/15/21 8:44,200000,"5947,99",-,Chave et al. 2014,INDRAGIRI_1_52.jpg,INDRAGIRI_2_52.jpg,INDRAGIRI_3_52.jpg,INDRAGIRI_4_52.jpg
53,IN0087TMS,Bayur Bukit,Pterospermum javanicum,Pohon Dewasa,icon/mature_tree.svg,Least Concern,49,20,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7484197,102.3904689,288.9282685,10.79,-,-,-,Sumardi,9/15/21 8:50,200000,"2904,87",-,Chave et al. 2014,INDRAGIRI_1_53.jpg,INDRAGIRI_2_53.jpg,INDRAGIRI_3_53.jpg,INDRAGIRI_4_53.jpg
54,IN0088TMS,Petaling,Ochanostachys amentaceae,Pohon Dewasa,icon/mature_tree.svg,Data Deficient,40,21,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7484836,102.3907548,283.65303,10.82,-,-,-,Sumardi,9/15/21 7:59,200000,"3408,08",-,Chave et al. 2014,INDRAGIRI_1_54.jpg,INDRAGIRI_2_54.jpg,INDRAGIRI_3_54.jpg,INDRAGIRI_4_54.jpg
55,IN0192TMS,Balau,Palaquium spp,Pohon Dewasa,icon/mature_tree.svg,-,50,23,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7487511,102.3901676,272.8693314,10.80,-,-,-,M Heri F,9/16/21 10:08,200000,"4146,53",-,Chave et al. 2014,INDRAGIRI_1_55.jpg,INDRAGIRI_2_55.jpg,INDRAGIRI_3_55.jpg,INDRAGIRI_4_55.jpg
56,IN0089TSM,Keruing,Dipterocarpus spp,Pohon Dewasa,icon/mature_tree.svg,-,45,18,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7489193,102.3910515,287.6501723,10.87,-,-,-,Sumardi,9/15/21 9:06,200000,"3312,02",-,Chave et al. 2014,INDRAGIRI_1_56.jpg,INDRAGIRI_2_56.jpg,INDRAGIRI_3_56.jpg,INDRAGIRI_4_56.jpg
57,IN0090TMS,Kawang,Dipterocarpus spp,Pohon Dewasa,icon/mature_tree.svg,Vulnerable,52,22,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7489029,102.3910131,277.246257,10.87,-,-,-,Sumardi,9/15/21 9:10,200000,"5342,19",-,Chave et al. 2014,INDRAGIRI_1_57.jpg,INDRAGIRI_2_57.jpg,INDRAGIRI_3_57.jpg,INDRAGIRI_4_57.jpg
58,IN0091TMS,Merawan,Hopea spp,Pohon Dewasa,icon/mature_tree.svg,-,71,30,Hutan Kemasyarakatan KTH Talang Mamak Sejahtera,Mineral,Dusun Talang Tanjung,-0.7489674,102.3910128,283.2044864,10.88,-,-,-,Sumardi,9/15/21 9:14,200000,"12612,88",-,Chave et al. 2014,INDRAGIRI_1_58.jpg,INDRAGIRI_2_58.jpg,INDRAGIRI_3_58.jpg,INDRAGIRI_4_58.jpg
